OBJECTID,COD_ORIG,ORIGEM___L,COD_DEST,DESTINO___,CARGA__KG_
"782","5103403",CUIABÁ,"1200401",RIO BRANCO,"108"
"783","5103403",CUIABÁ,"2111300",SÃO LUÍS,"0"
"784","5103403",CUIABÁ,"2704302",MACEIÓ,"50"
"785","5103403",CUIABÁ,"3541406",PRESIDENTE PRUDENTE,"181781"
"786","5103403",CUIABÁ,"3543402",RIBEIRÃO PRETO,"90"
"787","5103403",CUIABÁ,"3549805",SÃO JOSÉ DO RIO PRETO,"323334"
"788","5103403",CUIABÁ,"4108304",FOZ DO IGUAÇU,"4631"
"789","5103403",CUIABÁ,"4113700",LONDRINA,"15263"
"790","5103403",CUIABÁ,"4115200",MARINGÁ,"6237"
"791","5103403",CUIABÁ,"4209102",JOINVILLE,"0"
"792","5103403",CUIABÁ,"5002704",CAMPO GRANDE,"498792"
"793","5103403",CUIABÁ,"5003207",CORUMBÁ,"0"
"794","5103403",CUIABÁ,"5003702",DOURADOS,"0"
"795","5103403",CUIABÁ,"5100250",ALTA FLORESTA,"2168"
"796","5103403",CUIABÁ,"5101407",ARIPUANÃ,"101"
"797","5103403",CUIABÁ,"5105101",JUARA,"0"
"798","5103403",CUIABÁ,"5105150",JUÍNA,"40"
"799","5103403",CUIABÁ,"5107602",RONDONÓPOLIS,"3166"
"800","5103403",CUIABÁ,"5107909",SINOP,"5231"
"801","5105101",JUARA,"5105150",JUÍNA,"0"
"802","5107602",RONDONÓPOLIS,"4113700",LONDRINA,"104"
"803","5107602",RONDONÓPOLIS,"4209102",JOINVILLE,"3"
"804","5107602",RONDONÓPOLIS,"5100250",ALTA FLORESTA,"0"
"805","5107859",SÃO FÉLIX DO ARAGUAIA,"5103353",CONFRESA,"1268"
"806","5107859",SÃO FÉLIX DO ARAGUAIA,"5213087",MINAÇU,"76"
"807","5107909",SINOP,"5100250",ALTA FLORESTA,"693"
"808","5204508",CALDAS NOVAS,"3549805",SÃO JOSÉ DO RIO PRETO,"0"
"809","5208707",GOIÂNIA,"1100122",JI-PARANÁ,"13"
"810","5208707",GOIÂNIA,"1400100",BOA VISTA,"903"
"811","5208707",GOIÂNIA,"1500602",ALTAMIRA,"725"
"812","5208707",GOIÂNIA,"1504208",MARABÁ,"2771"
"813","5208707",GOIÂNIA,"1506138",REDENÇÃO,"3632"
"814","5208707",GOIÂNIA,"1507300",SÃO FÉLIX DO XINGU,"15"
"815","5208707",GOIÂNIA,"1702109",ARAGUAÍNA,"680"
"816","5208707",GOIÂNIA,"1709500",GURUPI,"11425"
"817","5208707",GOIÂNIA,"1721000",PALMAS,"276986"
"818","5208707",GOIÂNIA,"2211001",TERESINA,"204292"
"819","5208707",GOIÂNIA,"2925303",PORTO SEGURO,"0"
"820","5208707",GOIÂNIA,"3170206",UBERLÂNDIA,"539"
"821","5208707",GOIÂNIA,"3543402",RIBEIRÃO PRETO,"125"
"822","5208707",GOIÂNIA,"3549805",SÃO JOSÉ DO RIO PRETO,"0"
"823","5208707",GOIÂNIA,"5002704",CAMPO GRANDE,"129302"
"824","5208707",GOIÂNIA,"5103353",CONFRESA,"501"
"825","5208707",GOIÂNIA,"5103403",CUIABÁ,"64205"
"826","5208707",GOIÂNIA,"5107859",SÃO FÉLIX DO ARAGUAIA,"1499"
"827","5208707",GOIÂNIA,"5213087",MINAÇU,"707"
"828","5208707",GOIÂNIA,"5218805",RIO VERDE,"16"
"829","5213087",MINAÇU,"5103353",CONFRESA,"1"
"830","5300108",BRASÍLIA,"1100205",PORTO VELHO,"1656484"
"831","5300108",BRASÍLIA,"1200203",CRUZEIRO DO SUL,"11698"
"832","5300108",BRASÍLIA,"1200401",RIO BRANCO,"911096"
"833","5300108",BRASÍLIA,"1302603",MANAUS,"9540673"
"834","5300108",BRASÍLIA,"1400100",BOA VISTA,"828004"
"835","5300108",BRASÍLIA,"1501402",BELÉM,"4258869"
"836","5300108",BRASÍLIA,"1504208",MARABÁ,"1170378"
"837","5300108",BRASÍLIA,"1505536",PARAUAPEBAS,"0"
"838","5300108",BRASÍLIA,"1506138",REDENÇÃO,"341"
"839","5300108",BRASÍLIA,"1600303",MACAPÁ,"1245981"
"840","5300108",BRASÍLIA,"1702109",ARAGUAÍNA,"3094"
"841","5300108",BRASÍLIA,"1709500",GURUPI,"671"
"842","5300108",BRASÍLIA,"1721000",PALMAS,"2182121"
"843","5300108",BRASÍLIA,"2105302",IMPERATRIZ,"863857"
"844","5300108",BRASÍLIA,"2111300",SÃO LUÍS,"2222427"
"845","5300108",BRASÍLIA,"2211001",TERESINA,"1720805"
"846","5300108",BRASÍLIA,"2304400",FORTALEZA,"3395358"
"847","5300108",BRASÍLIA,"2307304",JUAZEIRO DO NORTE,"398938"
"848","5300108",BRASÍLIA,"2408102",NATAL,"1681056"
"849","5300108",BRASÍLIA,"2504009",CAMPINA GRANDE,"206762"
"850","5300108",BRASÍLIA,"2507507",JOÃO PESSOA,"336005"
"851","5300108",BRASÍLIA,"2611101",PETROLINA,"2110"
"852","5300108",BRASÍLIA,"2611606",RECIFE,"3357057"
"853","5300108",BRASÍLIA,"2704302",MACEIÓ,"422612"
"854","5300108",BRASÍLIA,"2800308",ARACAJU,"560415"
"855","5300108",BRASÍLIA,"2903201",BARREIRAS,"5"
"856","5300108",BRASÍLIA,"2913606",ILHÉUS,"0"
"857","5300108",BRASÍLIA,"2925303",PORTO SEGURO,"3"
"858","5300108",BRASÍLIA,"2927408",SALVADOR,"2790957"
"859","5300108",BRASÍLIA,"2933307",VITÓRIA DA CONQUISTA,"0"
"860","5300108",BRASÍLIA,"3106200",BELO HORIZONTE,"2668150"
"861","5300108",BRASÍLIA,"3170107",UBERABA,"1127"
"862","5300108",BRASÍLIA,"3170206",UBERLÂNDIA,"181959"
"863","5300108",BRASÍLIA,"3205309",VITÓRIA,"807349"
"864","5300108",BRASÍLIA,"3509502",CAMPINAS,"1614893"
"865","5300108",BRASÍLIA,"3541406",PRESIDENTE PRUDENTE,"0"
"866","5300108",BRASÍLIA,"3543402",RIBEIRÃO PRETO,"49"
"867","5300108",BRASÍLIA,"3549805",SÃO JOSÉ DO RIO PRETO,"0"
"868","5300108",BRASÍLIA,"4106902",CURITIBA,"2100097"
"869","5300108",BRASÍLIA,"4108304",FOZ DO IGUAÇU,"153949"
"870","5300108",BRASÍLIA,"4113700",LONDRINA,"24575"
"871","5300108",BRASÍLIA,"4204202",CHAPECÓ,"6341"
"872","5300108",BRASÍLIA,"4205407",FLORIANÓPOLIS,"247893"
"873","5300108",BRASÍLIA,"4314902",PORTO ALEGRE,"2085426"
"874","5300108",BRASÍLIA,"5002704",CAMPO GRANDE,"597858"
"875","5300108",BRASÍLIA,"5103353",CONFRESA,"17"
"876","5300108",BRASÍLIA,"5103403",CUIABÁ,"1486698"
"877","5300108",BRASÍLIA,"5107859",SÃO FÉLIX DO ARAGUAIA,"221"
"878","5300108",BRASÍLIA,"5208707",GOIÂNIA,"2407844"
"879","5300108",BRASÍLIA,"5213087",MINAÇU,"180"
